,FileName,Caption
469,000000065865.jpg,Several seagulls swooping down over a body of water.
470,000000289689.jpg,If the horse walks any farther he could end up over a cliff.
471,000000289689.jpg,A black horse wandering around a corner of a house by a cliff.
472,000000289689.jpg,A single black horse walking next an old stone building.
473,000000289689.jpg,A horse walks beside an old building near a cliff
474,000000289689.jpg,A horse standing on the grass beside a building.
475,000000234274.jpg,A plate of food with some meat and broccoli on it.
476,000000234274.jpg,a close up of broccoli with meat on a plate
477,000000234274.jpg,Meat and vegetables on a blue plate on a blue place mat.
478,000000234274.jpg,A plate with broccoli and a piece of meat.
479,000000234274.jpg,Ground beef and broccoli on a blue plate.
480,000000457037.jpg,A bedroom with green and white walls and a small TV.
481,000000457037.jpg,A hotel room has green paint and a modern lamp.
482,000000457037.jpg,A modern hotel room with a bath in one corner
483,000000457037.jpg,A nicely decorated bedroom with furniture and bath. 
484,000000457037.jpg,"A room with a bed, two lamps, chairs, television and bath tub."
485,000000001924.jpg,A car driving on a street in the town center.
486,000000001924.jpg,A car is driving through the small streets.
487,000000001924.jpg,The silver car is making a turn at the town street intersection. 
488,000000001924.jpg,an intersection at Old Town Street with one car driving by and an otherwise empty street
489,000000001924.jpg,A car driving down a street near a business.
490,000000098278.jpg,A man talking on a cell phone while holding a pen.
491,000000098278.jpg,A man closing his eyes talking on a cell phone
492,000000098278.jpg,A man in a black shirt using a cell phone
493,000000098278.jpg,A man talking on a phone with his eyes closed.
494,000000098278.jpg,Gene Simmons is making a face talking on the phone.
495,000000391200.jpg,a big street sign sitting in the side of the road 
496,000000391200.jpg,A sign is in the dirt on the side of the road.
497,000000391200.jpg,a large wood sign is by the road
498,000000391200.jpg,A rural roadway with signs and trees along the roadside.
499,000000391200.jpg,A big sign with writings sitting on the side of the road
