,FileName,Caption
3217,000000165039.jpg,A bus pulls over to the curb close to an intersection.
3218,000000148719.jpg,An older Dodge pickup sits parked next to another older pickup.
3219,000000148719.jpg,A red Dodge truck is parked near another Dodge. 
3220,000000148719.jpg,A red truck parked in grass next to other trucks.
3221,000000148719.jpg,A very old red truck that is parked on some grass.
3222,000000148719.jpg,A red truck sitting on a grassy field next to other trucks.
3223,000000108440.jpg,A train that is on a rail over a bridge.
3224,000000108440.jpg,Train moving along raised tracks with mountain in background
3225,000000108440.jpg,A passenger train moving down the train on a bridge.
3226,000000108440.jpg,A train on top of an overpass bridge set of train tracks with fields on both side.
3227,000000108440.jpg,A large long train on a steel track.
3228,000000489842.jpg,All of the children are gathered around Santa Claus.
3229,000000489842.jpg,A black and white image of people sitting near a santa
3230,000000489842.jpg,Many children surrounded around a person with a beard on.
3231,000000489842.jpg,A bunch of kids are posing with santa
3232,000000489842.jpg,Many children sit around a person in a Santa costume.
3233,000000579818.jpg,A train driving over a small bridge on a green hillside.
3234,000000579818.jpg,The old fashioned train is going over the bridge.
3235,000000579818.jpg,A large long train on a steel track.
3236,000000579818.jpg,The train is passing over a little bridge. 
3237,000000579818.jpg,A train moving on a grassy hill over a wooden cavern. 
3238,000000423229.jpg,An old fashioned steam engine train traveling down railroad tracks.
3239,000000423229.jpg,A train engine that is letting out smoke travelling down a railroad track with multiple passenger cars attached.
3240,000000423229.jpg,An old fashioned train riding on train tracks in a wooded area.
3241,000000423229.jpg,A train passing through wooded areas on a train track.
3242,000000423229.jpg,A locomotive on train tracks in a wooded countryside.
3243,000000323828.jpg,"Train with lights on, multiple track area, near over/under pass."
3244,000000323828.jpg,A train on the tracks with its lights on
3245,000000323828.jpg,A train with lights on traveling on train tracks.
3246,000000323828.jpg,A white train hauling cargo along a track.
3247,000000323828.jpg,A train going along a pair of train tracks.
3248,000000166287.jpg,A couple of cows and some birds flying in the sky.
3249,000000166287.jpg,A group of cows standing on top of a shore near water.
3250,000000166287.jpg,Three cows standing at a watering hole with birds flying overhead.
3251,000000166287.jpg,Cows are grazing in a wet pasture with birds.
3252,000000166287.jpg,A large bull by a calf surrounded by many birds.
3253,000000101420.jpg,A cat sitting on the back of a sofa looking out a window.
3254,000000101420.jpg,Cat perched on the sofa looking out of the window
3255,000000101420.jpg,a cat that is looking out the window
3256,000000101420.jpg,A cat that is laying on a couch.
3257,000000101420.jpg,Graham black cat sitting on an orange couch looking out the window. 
3258,000000334555.jpg,A cow is leashed up to a green pole near the civilians. 
3259,000000334555.jpg,a big black and white cow standing next to a pole
3260,000000334555.jpg,A cow is standing on a street corner.
3261,000000334555.jpg,A black and white cow on side of street next to people.
3262,000000334555.jpg,There is a cow in the middle of a busy road
3263,000000196759.jpg,A Frito Lay delivery van parked outside in a parking lot.
3264,000000196759.jpg,A lays potato chip deliver van parked in a parking space.
3265,000000196759.jpg,A potato chip and snack delivery van in a parking lot.
3266,000000196759.jpg,A cargo van with a chip sign is parked in the lot.
3267,000000196759.jpg,a van parked in a outdoor parking lot
3268,000000411665.jpg,A cat playing with it's reflection in a mirror.
3269,000000411665.jpg,The kitten is pawing its own image while gazing into the hand mirror.
3270,000000411665.jpg,A cute cat is placing its paw on the mirror. 
3271,000000411665.jpg,A white and gray kitten pokes its paw at a mirror and looks at its reflection.
3272,000000411665.jpg,A kitten is looking into a mirror and touching the mirror with one paw.
3273,000000061418.jpg,Several children attentively play a game of curling together.
3274,000000061418.jpg,Several children playing a game together outside with boats in the background.
3275,000000061418.jpg,Young children playing game on wooden deck surface.
3276,000000061418.jpg,a couple of kids playing a game of checkers.
3277,000000061418.jpg,some kids playing with some large checkerboards painted on the ground 
3278,000000526751.jpg,A boat sitting on top of a beach next to a body of water.
3279,000000526751.jpg,A boat is sitting in the sand near the water.
3280,000000526751.jpg,A boat out of the water on the shore with other boats in the background.
3281,000000526751.jpg,A small boat is beached on the shore.
3282,000000526751.jpg,A boat stowed up on the beaches on sand.
3283,000000024021.jpg,A class picture of the Goodmayes Boys' School in April of 1929.
3284,000000024021.jpg,Photo of children at the Goodmayes Boys' School in 1929.
3285,000000024021.jpg,Male children and young men in a large group picture.
3286,000000024021.jpg,A group of young men pose for a picture with some adults.
3287,000000024021.jpg,A group photo of men and boys from the Goodmayes Boys School dated April 1929.
3288,000000277020.jpg,A man sitting at a bar being served by a woman
3289,000000277020.jpg,A man sitting at a bar next to another man near a waitress.
3290,000000277020.jpg,A main sitting at a table being served
3291,000000277020.jpg,Man reaches over for his plate at a restaurant counter. 
3292,000000277020.jpg,Asian businessman in a restaurant with one of them being served. 
3293,000000047828.jpg,A blue lighted bridge over water at night.
3294,000000047828.jpg,A large blue lit bridge spanning over a lake.
3295,000000047828.jpg,A bridge is covered up in bright lights at night.
3296,000000047828.jpg,People walk by a boat near a lighted bridge
3297,000000047828.jpg,A bridge in the distance with multiple different colored lights.
3298,000000183716.jpg,Two little girls are dressed in uniform preparing for the day
3299,000000183716.jpg,two children wearing sweaters shirts and ties 
3300,000000183716.jpg,Two young girls in uniforms sitting closely together.
3301,000000183716.jpg,Two small girls wearing blue jackets pose for a photo.
3302,000000183716.jpg,A couple of little girls sitting next to each other.
3303,000000271997.jpg,A photo of a young male in a suit jacket and tie.
3304,000000271997.jpg,A young man wearing a suit and neck tie.
3305,000000271997.jpg,A photograph portrait of a male teen in coat and tie.
3306,000000271997.jpg,The young man possesses a very unusual face.
3307,000000271997.jpg,A portrait picture of a young man in a suit and tie.
3308,000000008532.jpg,A man that has glasses and a hat.
3309,000000008532.jpg,Stylish man looking into camera with blurred background 
3310,000000008532.jpg,A man wearing a cat and sunglasses with a red neck tie.
3311,000000008532.jpg,a man in a blue shirt and red tie
3312,000000008532.jpg,"A man with a plaid hat, tie, dress shirt and glasses on."
3313,000000094336.jpg,A large cat sitting in a bathroom sink under a mirror.
3314,000000094336.jpg,Grey and white cat sitting in a small sink.
3315,000000094336.jpg,A cat sitting in a bathroom sink next to a mirror.
3316,000000094336.jpg,A cat is sitting inside of a bathroom sink.
3317,000000094336.jpg,A cat is staring while sitting in a sink.
3318,000000390555.jpg,The black and white photograph of a classroom of schoolchildren is a bit out of focus on the right side of the picture.
3319,000000390555.jpg,A group of students are posing for a class picture. 
3320,000000390555.jpg,A bunch of kids standing together for a school picture.
3321,000000390555.jpg,A group of young children sitting next to each other.
3322,000000390555.jpg,a bunch of people are gathered for a photograph
3323,000000250282.jpg,A group of young children sitting next to each other.
3324,000000250282.jpg,The large group of children are outside posing for a photo. 
3325,000000250282.jpg,A group of children pose for a class picture. 
3326,000000250282.jpg,A group of school children posing for a picture. 
3327,000000250282.jpg,A picture of a lot of girls and boys in front of a building. 
3328,000000068409.jpg,a black and white photo of children siting posing for a photo
3329,000000068409.jpg,School boys sit cross legged in front of a chalkboard sign in a vintage black and white photo.
3330,000000068409.jpg,School class photo from the boys school of Standard South Carolina
3331,000000068409.jpg,A  group of boys in suits holding a chalkboard.
3332,000000068409.jpg,Black and white photograph of young schoolboys. 
3333,000000002299.jpg,Many small children are posing together in the black and white photo. 
3334,000000002299.jpg,A vintage school picture of grade school aged children.
3335,000000002299.jpg,A black and white photo of a group of kids.
3336,000000002299.jpg,A group of children standing next to each other.
3337,000000002299.jpg,A group of children standing and sitting beside each other. 
3338,000000011051.jpg,Girl looks back as she fixes flower on boy's suit
3339,000000011051.jpg,A girl puts a flower on the lapel of a boys coat. 
3340,000000011051.jpg,"A young girl wearing a formal dress, and young man in a tie."
3341,000000011051.jpg,A woman pinning a flower onto a man's blazer.
3342,000000011051.jpg,A girl pins a bouttoniere on the lapel of her date.
3343,000000066038.jpg,The father and daughter are under an umbrella on the beach.
3344,000000066038.jpg,A picture of some people by the beach.
3345,000000066038.jpg,A man and a girl under an umbrella at the beach.
3346,000000066038.jpg,A group of people sit underneath umbrellas on the beach.
3347,000000066038.jpg,People sunbathing near a beach under colorful umbrellas
3348,000000360960.jpg,"Several people walking on a sidewalk, with one man holding an umbrella."
3349,000000360960.jpg,A person walking while carrying a rainbow umbrella
3350,000000360960.jpg,A person is holding up a large colorful umbrella
3351,000000360960.jpg,a person walking down the street carrying a rainbow colored umbrella
3352,000000360960.jpg,A person walking in a square carrying a rainbow colored umbrella.
3353,000000360097.jpg,A gate is near lots and lots of luggage that is all grouped together in different clusters.
3354,000000360097.jpg,A pile of luggage sitting up against a white fence.
3355,000000360097.jpg,"Luggage is sorted into groups, and sits outside the fence for pickup."
3356,000000360097.jpg,Luggage is arranged in groups  on a concrete  platform. 
3357,000000360097.jpg,aerial view of suitcases grouped together waiting on a sidewalk
3358,000000421455.jpg,Guy takes a picture  of his dog in the backseat through his side mirror. 
3359,000000421455.jpg,A person holds a phone in a car with the window rolled down
3360,000000421455.jpg,A person taking a picture with a cell phone of them and a dog in a mirror.
3361,000000421455.jpg,The woman is holding her phone toward the dog hanging out the car window.
3362,000000421455.jpg,Car with window down and dog sticking out while taking pictures
3363,000000504589.jpg,Two people are playing in sand with a frisbee.
3364,000000504589.jpg,Two friends throwing a frisbee on a sandy lot.
3365,000000504589.jpg,Couple playing Frisbee on the beach in summer
3366,000000504589.jpg,A woman in a yellow shirt is about to catch a white frisbee.
3367,000000504589.jpg,A young lady and a young man playing frisbee on the sand.
3368,000000464522.jpg,A brown and white dog standing next to another dog.
3369,000000464522.jpg,A dog with a collar standing on the grass
3370,000000464522.jpg,a little dog looking at another dog in the yard 
3371,000000464522.jpg,A small dog looking at a larger dog.
3372,000000464522.jpg,A small dog with a chain collar looking at another dog.
3373,000000454750.jpg,A larger zebra resting its head on a smaller zebra.
3374,000000454750.jpg,One zebra resting its head on the back of another.
3375,000000454750.jpg,A Zebra is resting its head on the back of another Zebra.
3376,000000454750.jpg,two zebras are walking through a field together
3377,000000454750.jpg,two zebras standing in line with the head of one resting on the back of the other 
3378,000000509735.jpg,A family of giraffes by a few zebras and a gazelle.
3379,000000509735.jpg,A group of giraffes drink water in the wilderness.
3380,000000509735.jpg,Giraffe and zebra grazing in a field next to plants.
3381,000000509735.jpg,Several giraffes and zebras walking in a dirt field.
3382,000000509735.jpg,A group of zebras and giraffes by a water hole.
3383,000000023034.jpg,A man riding on the back of a brown horse.
3384,000000023034.jpg,A man smiles watching a rider approach with two horses.
3385,000000023034.jpg,a man smiles as some horses pass by him
3386,000000023034.jpg,two people riding horses on a rock path
3387,000000023034.jpg,a man standing on rocks near a man riding horses on a trail in the woods
3388,000000141671.jpg,Horses are racing next to motorcycles on a dirt track.
3389,000000141671.jpg,A group of people riding motorcycles and horses on a race track.
3390,000000141671.jpg,A group of horses are crossing a finish line
3391,000000141671.jpg,Horses and bikes are traveling down a track.
3392,000000141671.jpg,Horses and bikers racing on a track with  many houses in the background.
3393,000000506656.jpg,a guy standing in front of a few horses.
3394,000000506656.jpg,a man pets a horse attached to other horses 
3395,000000506656.jpg,a couple of horses are standing in the street
3396,000000506656.jpg,A man standing in front of a few horses on the street.
3397,000000506656.jpg,A man standing in front of some Clysdale horses in front of some houses.
3398,000000272566.jpg,A man and young girl surrounded by various fruits.
3399,000000272566.jpg,A man and child sitting on a street with fruits in baskets.
3400,000000272566.jpg,two people siting on the ground near many different fruits
3401,000000272566.jpg,A man and young girl sit behind a display of fruits.
3402,000000272566.jpg,A couple of people sitting next to piles of fruit.
3403,000000045728.jpg,Some delicious noodles are being cooked on a pan. 
3404,000000045728.jpg,A plate of noodles with sauce and a fork.
3405,000000045728.jpg,"A plate of cooked noodles, a fork, and a knife is displayed. "
3406,000000045728.jpg,A plate topped with noodles and a fork.
3407,000000045728.jpg,A cake with cream topping on the plate.
3408,000000424551.jpg,a man on skis stands on a snowy hill side 
3409,000000424551.jpg,"Two people climbing up a mountain, getting ready to ski."
3410,000000424551.jpg,People climbing up the snowy mountain side on skis
3411,000000424551.jpg,a person is going up a snow covered mountain
3412,000000424551.jpg,A skier is standing at the top of ski slope. 
3413,000000341719.jpg,A group of people riding skis across a snow covered slope.
3414,000000341719.jpg,Several people standing in the snow near trees.
3415,000000341719.jpg,Several people can be seen at the crest of the mountain.
3416,000000341719.jpg,A group of people with skis and snowboards stand on a mountain.
3417,000000341719.jpg,Skiers and snowboarders mill about on a mountain.
3418,000000072795.jpg,a group of ball players playing on a field in front of an audience
3419,000000072795.jpg,A batter standing a home plate in a baseball field.
3420,000000072795.jpg,The batter is tapping his bat on home plate.
3421,000000072795.jpg,A baseball player is at bat as the crowd watches.
3422,000000072795.jpg,A crowd watching a professional baseball game on a sunny day
3423,000000078959.jpg,A strange plant hanging off a banana tree.
3424,000000078959.jpg,A green fruit tree yields fruit not yet ready for harvest.
3425,000000078959.jpg,A drooping pink and white flower with green leaves.
3426,000000078959.jpg,The green plant has a bloom hanging upside down. 
3427,000000078959.jpg,a bunch of bananas are hanging from the banana tree
3428,000000417285.jpg,A series of photos of two plates with different desserts and another plate with a cup of coffee.
3429,000000417285.jpg,A three frame photo combination showcases two types of pie on the right and left side with a coffee in the middle.  
3430,000000417285.jpg,"A partially-eaten pastry, a glass Arizona tea and another piece of pastry."
3431,000000417285.jpg,Three images of a pie and a cup of tea or coffee. 
3432,000000417285.jpg,"Food items displayed such as coffee cake, a pastry and a beverage in a glass cup."
3433,000000002157.jpg,A plate of finger foods next to a blue and raspberry topped cake.
3434,000000002157.jpg,A nicely set dining table filled with food and a cake topped with berries.
3435,000000002157.jpg,a close up of a table with many plates of food
3436,000000002157.jpg,A table topped with a cake covered in berries next to a plate of sandwiches.
3437,000000002157.jpg,A white cake topped with berries and a plate of fruit and cheeses.
3438,000000043816.jpg,A batter getting ready to hit his pitch.
3439,000000043816.jpg,a man swings a baseball bat at a ball
3440,000000043816.jpg,A baseball player at the plate hitting a baseball.
3441,000000043816.jpg,A baseball player holding a bat as a ball approaches.
3442,000000043816.jpg,Batter takes a swing at the incoming ball during the baseball game
3443,000000455555.jpg,a little boy sitting on a skateboard and riding it
3444,000000455555.jpg,A young child smiles on a scooter in an historic photo.
3445,000000455555.jpg,A young boy riding on top of a skateboard.
3446,000000455555.jpg,a black and white picture of a little boy and girl
3447,000000455555.jpg,A boy riding a skateboard on a sidewalk as another laughs in the background.
3448,000000535306.jpg,A man is doing skateboard tricks on a ramp
3449,000000535306.jpg,A man riding a skateboard up the side of a ramp.
3450,000000535306.jpg,A skateboarder balances on the top of a ramp.
3451,000000535306.jpg,A person with a skate board going getting ready to go down a ramp.
3452,000000535306.jpg,A boy stands at the top of a jump with his skateboard.
3453,000000030504.jpg,A person riding skis down a snow covered slope.
3454,000000030504.jpg,A person going up a snow hill on skis.
3455,000000030504.jpg,A person cross-country skiing on a winters day.
3456,000000030504.jpg,A person cross country skis through the snow. 
3457,000000030504.jpg,A tall man is on snow skis on a pathway.
3458,000000093353.jpg,A piece of bread with a hot dog in the middle is shown.
3459,000000093353.jpg,Two hot dogs are sandwiched between two slices of bread
3460,000000093353.jpg,Someone holding a hot dog cut in half on some bread.
3461,000000093353.jpg,A close up of a sliced hot dogs placed in a sandwich.
3462,000000093353.jpg,A partial sliced open piece of bread with some hotdogs in the middle
3463,000000530052.jpg,Carrots are sitting on the stand outside in a bunch
3464,000000530052.jpg,A pile of carrots for sale in an outside market. 
3465,000000530052.jpg,some colorful carrots sitting on a table next to some other veggies
3466,000000530052.jpg,A lot of carrots on a wood board for sale. 
3467,000000530052.jpg,A bunch of carrots sitting on a table.
3468,000000473118.jpg,a skateboarder in a blue jacket is doing a trick
3469,000000473118.jpg,A person kicking up on their skateboard at the top of a ramp.
3470,000000473118.jpg,A skateboarder is turning his board at the top of a ramp
3471,000000473118.jpg,A young man balances himself as he tilts his skateboard up at the edge of an obstacle.
3472,000000473118.jpg,A picture of a person doing a skateboarding trick.
3473,000000091779.jpg,A display of various hot dogs in serving platters.
3474,000000091779.jpg,Three sausages covered in various condiments side by side
3475,000000091779.jpg,Three sausages in buns are covered with various toppings.
3476,000000091779.jpg,Three hot dogs with different toppings lined up on a tabletop.
3477,000000091779.jpg,Three hotdogs are prepared and loaded in different ways.
3478,000000283113.jpg,A couple of hot dogs on a paper plate.
3479,000000283113.jpg,"A hot dog is smothered with bacon, onions, and mustard."
3480,000000283113.jpg,The two hot dogs on the plate are ready to be eaten. 
3481,000000283113.jpg,A hot dog in a bun is topped with mustard.
3482,000000283113.jpg,A plate of hot dog on a table with a glass
3483,000000226130.jpg,Two cooked hot dogs on a plate with parsley.
3484,000000226130.jpg,The sausages are served with parsley on the side.
3485,000000226130.jpg,"A sausage on italian roll sandwich, cut in half, is on a white plate, with a garnish."
3486,000000226130.jpg,Two hot dogs on a white plate with piece of parsley.
3487,000000226130.jpg,two hot dogs in buns sitting on a white plate
3488,000000097278.jpg,Young man on top of a snowboard wearing maroon jacket. 
3489,000000097278.jpg,a young boy is standing on a snowboard 
3490,000000097278.jpg,A man riding a snowboard on top of snow covered ground.
3491,000000097278.jpg,A young person is on their ski board in the snow. 
3492,000000097278.jpg,A woman in blue jacket standing on a snowboard.
3493,000000567640.jpg,A group of men running across a soccer field.
3494,000000567640.jpg,The boys are playing soccer and they are running the ball 
3495,000000567640.jpg,A group of young boys playing soccer on s field. 
3496,000000567640.jpg,two soccer teams going after the soccer ball
3497,000000567640.jpg,Group of soccer players on field kicking ball.
3498,000000532493.jpg,A surfer on a white board riding a small wave.
3499,000000532493.jpg,a male surfer is riding a wave on a sunny day
3500,000000532493.jpg,Surfer at the height of a large wave looks down. 
3501,000000532493.jpg,A young man riding on a surf board on an ocean wave.
3502,000000532493.jpg,A woman surfer riding the waves in the ocean.
3503,000000045550.jpg,a close up of a person holding up a plate of food
3504,000000045550.jpg,A man with beard holding up a plate of food.
3505,000000045550.jpg,Bearded man shows off his grilled cheese sandwiches.
3506,000000045550.jpg,A man taking a selfie eating something fried
3507,000000045550.jpg,A person in a restaurant holding a plate of food.
3508,000000156643.jpg,Person cutting cake at a theme restaurant characters in background.
3509,000000156643.jpg,A man cuting a piece of cake while a person in costume stands behind him.
3510,000000156643.jpg,A smiling man sitting by a very nice looking cake.
3511,000000156643.jpg,a man that is sitting down cutting a cake
3512,000000156643.jpg,a man is carving into a cake covered in fruit
3513,000000430056.jpg, A cut in half sandwich sitting inside of a microwave.
3514,000000430056.jpg,"A sandwich on a plate with three slices of bread, tomatoes and chips on the side. "
3515,000000430056.jpg,This is a plate holding a double decker sandwich.
3516,000000430056.jpg,A triple decker sandwich is sitting on a desk.
3517,000000430056.jpg,Large Bacon Lettuce and Tomato Sandwich with a side of chips.
3518,000000410456.jpg,a surfing instructor teaches students with surfboards on a beach in front of large hotel buildings.
3519,000000410456.jpg,Four people learning how to surf on the beach. 
3520,000000410456.jpg,The people are practicing riding their surfboards on the beach.
3521,000000410456.jpg,Several people on the beach and some have surf boards. 
3522,000000410456.jpg,A group of people standing on a  beach riding surfboards.
3523,000000441286.jpg,A person on a surf board riding a wave.
3524,000000441286.jpg,The surfer is getting ready to ride the wave.
3525,000000441286.jpg,A person riding waves in a body of water.
3526,000000441286.jpg,A man surfing the waves on a surfboard in the ocean. 
3527,000000441286.jpg,Surfer riding large breaking wave on open ocean.
3528,000000279541.jpg,a bunch of pizzas are on display under a case
3529,000000279541.jpg,A display of different pizzas in a restaurant. 
3530,000000279541.jpg,A buffet with many pizzas lined up behind glass.
3531,000000279541.jpg,Several different kinds of pizzas displayed on a buffet line.
3532,000000279541.jpg,A buffet display case filled with lots of pizzas on pans.
3533,000000000885.jpg,a male tennis player in white shorts is playing tennis
3534,000000000885.jpg,This woman has just returned a volley in tennis
3535,000000000885.jpg,A man holding a tennis racket playing tennis.
3536,000000000885.jpg,The man balances on one leg after serving a tennis ball.
3537,000000000885.jpg,Someone playing in a tennis tournament with a crowd looking on.
3538,000000378284.jpg,A person sits across from a pizza ready to be served.
3539,000000378284.jpg,Small personal pizza on a crust made of rice.
3540,000000378284.jpg,A dish of some sort on a pizza stone.
3541,000000378284.jpg,A strange pizza made from rice and fish and vegetables.
3542,000000378284.jpg,"some kind of chicken, rice, and vegetable dish on a pizza tray being served to a man."
3543,000000156076.jpg,A couple of men and one young man eating pizza.
3544,000000156076.jpg,Guys sitting at a table eating pizza and talking 
3545,000000156076.jpg,three guys sitting at a table with two pizzas
3546,000000156076.jpg,Some people are seen eating several large pizzas.
3547,000000156076.jpg,The men are enjoying the very large pizzas.
3548,000000143572.jpg,a tennis player swings his tennis racket 
3549,000000143572.jpg,A Tenn player that is returning a tennis ball back to his opponent. 
3550,000000143572.jpg,A man holding a tennis racquet on top of a tennis court.
3551,000000143572.jpg,a man swinging his tennis racket to he can hit a ball
3552,000000143572.jpg,A man holding a tennis racket in his hand while on the tennis court
3553,000000229849.jpg,an image of a female tennis player that is returning a serve
3554,000000229849.jpg,A tennis player jumping up in the air with her tennis racket.
3555,000000229849.jpg,A tennis player taking a swing at a ball
3556,000000229849.jpg,A person leaping into the air while holding a tennis racquet.
3557,000000229849.jpg,A tennis player is jumping and reaching to hit the ball.
3558,000000039551.jpg,A woman that is standing on a tennis court with a racquet.
3559,000000039551.jpg,The tennis player wearing a purple outfit is about to hit the tennis ball. 
3560,000000039551.jpg,A lady wearing red playing tennis on a blue and green court.
3561,000000039551.jpg,A female tennis player prepares to swing at a tennis ball.
3562,000000039551.jpg,"A female tennis player with ball in front of her, racket drawn back."
3563,000000056344.jpg,Two computer monitors on a desk with a keyboard and mouse
3564,000000056344.jpg,"Looking down at a desktop with two monitors, a key board, mouse and cell phones on it."
3565,000000056344.jpg,A view of a work desk complete with computers and camera.
3566,000000056344.jpg,a couple of monitors are on a desk
3567,000000056344.jpg,"a desk with a keyboard, mouse and two monitors on it "
3568,000000193348.jpg,A small child that is holding a toothbrush and brushing their teeth.
3569,000000193348.jpg,A child brushing their teeth in a bathroom.
3570,000000193348.jpg,A very small cute kid brushing his teeth.
3571,000000193348.jpg,there is a young child that is brushing his teeth
3572,000000193348.jpg,The small child is brushing it's teeth with a green toothbrush. 
3573,000000016958.jpg,A room with a fireplace and a wooden table.
3574,000000016958.jpg,a living room with a fireplace and a table and chair.
3575,000000016958.jpg,A living room with an old fireplace and desk.
3576,000000016958.jpg,View of two desks with chairs next to a fireplace in an old style living room.
3577,000000016958.jpg,a room with a fire place and a group of chairs 
3578,000000572678.jpg,An upscale living area containing white and glass furniture with brown accents.
3579,000000572678.jpg,A glass table sitting next to a couch and chair.
3580,000000572678.jpg,A white room with a large window and a glass dining table and white chairs.
3581,000000572678.jpg,A white decorated living room with a set dining room table. 
3582,000000572678.jpg,"A room with a couch, chairs, lamps, a table and curtains. "
3583,000000106235.jpg,A living room featuring a comfortable seating arrangement of chairs and tables.
3584,000000106235.jpg,THERE IS AN IMAGE OF A LIVING WITH A RUG AND AN END TABLE 
3585,000000106235.jpg,There is a cream colored couch behind the oval coffee table.
3586,000000106235.jpg,A very cozy looking living room with an oval table.
3587,000000106235.jpg,"A den with couches, a chair, tables and lamps."
3588,000000341681.jpg,A tennis player lunges to return a wide serve
3589,000000341681.jpg,A tennis player trying to hit a tennis ball.
3590,000000341681.jpg,A man playing tennis on a tennis court.
3591,000000341681.jpg,The tennis player is running to hit the ball.
3592,000000341681.jpg,A man with a tennis racket is in the air with legs spread apart next to a tennis ball in motion.
3593,000000083172.jpg,A woman holding a racquet on top of a tennis court.
3594,000000083172.jpg,A woman tennis player serving a tennis ball.
3595,000000083172.jpg,A tennis match with one of the players serving the ball.
3596,000000083172.jpg,A woman playing tennis throwing the ball in the air ready to serve it.
3597,000000083172.jpg,A woman with a tennis racquet that is on a tennis court.
3598,000000343524.jpg,A man holding a tennis racket and ball as if to start a serve.
3599,000000343524.jpg,A man poised with racket on a tennis court.
3600,000000343524.jpg,A male tennis player is preparing to serve the ball tennis court
3601,000000343524.jpg,A man holding a tennis racquet on a tennis court.
3602,000000343524.jpg,A man getting ready to serve a tennis ball.
3603,000000395801.jpg,A street lined with cones with people up and down the sidewalk.
3604,000000395801.jpg,People are walking down the sidewalk in a city. 
3605,000000395801.jpg,A woman sits on a bench as people walk down a sidewalk. 
3606,000000395801.jpg,There are people walking down the street that is crowd
3607,000000395801.jpg,A woman waiting on a bench on the sidewalk as people go by. 
3608,000000388056.jpg,A baseball player holding a bat and getting ready for the pitch.
3609,000000388056.jpg,A baseball player is waiting for the pitch while standing in the batters box.
3610,000000388056.jpg,Several male baseball players playing a game while fans watch
3611,000000388056.jpg,A batter getting ready to bat with the catcher and umpire behind him.
3612,000000388056.jpg,"Professional baseball players watch the batter, catcher and umpire"
3613,000000259690.jpg,A handicapped man in a wheelchair is being helped to hold the bat by another man on a tee ball 
3614,000000259690.jpg,A man standing next to another person in a wheel chair.
3615,000000259690.jpg,A man helps a disabled baseball player on the mound.
3616,000000259690.jpg,A man is helping an athlete on a sport field.
3617,000000259690.jpg,A man in a wheel chair who is holding a baseball bat.
3618,000000235836.jpg,A boy playing baseball about to hit a ball.
3619,000000235836.jpg,A very small cute boy playing with a bat.
3620,000000235836.jpg,A toddler hitting the ball with a baseball bat in his backyard.
3621,000000235836.jpg,A young kid hitting a baseball with a bat close to some chairs
3622,000000235836.jpg,A child playing with a plastic bat and ball in a yard next to a garage. 
3623,000000343218.jpg,a man with a tennis racket gets ready to swing his racket 
3624,000000343218.jpg,A person on a court with a tennis racket.
3625,000000343218.jpg,A man holding a tennis racquet on a court.
3626,000000343218.jpg,A man who is playing tennis on a tennis court.
3627,000000343218.jpg,A man standing on a tennis court holding a racquet.
3628,000000205105.jpg,A man holding a tennis racquet on a tennis court.
3629,000000205105.jpg,Tennis player preparing to hit ball on standard court.
3630,000000205105.jpg,A man throws a tennis ball and poses his racquet. 
3631,000000205105.jpg,A man who is about to hit  tennis ball with a racket.
3632,000000205105.jpg,a tennis player is serving the ball to his opponent
3633,000000513283.jpg,A small toy sits on a plate with pizza and crusts.
3634,000000513283.jpg,A small bunny character is on a plate of pizza.
3635,000000513283.jpg,this is an image of a plate of pizza with a toy bunny.
3636,000000513283.jpg,A little funny rabbit figure is sitting in the middle of half eaten pizza.
3637,000000513283.jpg,A small toy is sitting on a plate of pizza.
3638,000000176446.jpg,A yellow not book sitting on top of a desk next to a laptop.
3639,000000176446.jpg,a yellow book with a black pen on it
3640,000000176446.jpg,there is a yellow notebook on a black desk 
3641,000000176446.jpg,The notebook and pen is laying next to the laptop.
3642,000000176446.jpg,a rock like table with a notebook and pen on it
3643,000000371677.jpg,A couple of computer monitors sitting on top of a wooden desk.
3644,000000371677.jpg,A computer desk has two monitors and other equipment on it.
3645,000000371677.jpg,Two computer screens that are sitting on a desk.
3646,000000371677.jpg,"A desk with two computer monitors, two mice, a cup and a keyboard on it."
3647,000000371677.jpg,This computer set up has two monitors and an ergonomic keyboard.
3648,000000308531.jpg,a pink clock tower rises above a tree line
3649,000000308531.jpg,Palm trees are in the foreground of a picture with a clock tower standing above them.
3650,000000308531.jpg,A large tall building with a clock on the top.
3651,000000308531.jpg,a tall clock tower with bushes and trees in the foreground
3652,000000308531.jpg,A red clock tower towering over a lush green park.
3653,000000497599.jpg,A man in a tee looking at a computer
3654,000000497599.jpg,a man standing by a table looking at a laptop
3655,000000497599.jpg,A young man stands over a lap top computer screen.
3656,000000497599.jpg,A man with a beard and mustache thoughtfully stares into a computer screen at some sort of a meeting. 
3657,000000497599.jpg,A man looking down at an open laptop.
3658,000000455352.jpg,a bell tower with a clock built inside of it 
3659,000000455352.jpg,a white clock is on top of a tower
3660,000000455352.jpg,A big building with a clock on the top and one in the middle.
3661,000000455352.jpg,A clock is mounted to the side of a tower.
3662,000000455352.jpg,A clock tower with a compass sitting on top of it.
3663,000000236914.jpg,Two stuffed animals sit at a table with honey.
3664,000000236914.jpg,Two stuffed bears are positioned at a table with a jar of honey
3665,000000236914.jpg,"two teddy bears at a table with honey
"
